timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T15:19:22.477276,192.168.1.222,10.0.0.209,TCP,443,393,api.service.com,/login,GET,,normal
2025-06-10T15:19:22.488716,192.168.1.227,10.0.0.186,TCP,443,421,socialmedia.net,/submit,GET,encrypted_data_xyz,normal
2025-06-10T15:19:22.499053,192.168.1.117,10.0.0.43,TCP,80,250,example.com,/submit,GET,jwt_token_hash link=https://secure.net ,normal
2025-06-10T15:19:22.509241,192.168.1.166,10.0.0.67,TCP,443,83,securebank.com,/submit,GET,encrypted_data_xyz email=test@domain.org  link=htp://badlink.com ,normal
2025-06-10T15:19:22.519754,192.168.1.181,10.0.0.6,TCP,443,311,securebank.com,/login,GET,,normal
2025-06-10T15:19:22.529959,192.168.1.199,10.0.0.84,TCP,80,161,example.com,/login,POST,auth_token=supersecret,normal
2025-06-10T15:19:22.540290,192.168.1.197,10.0.0.217,TCP,443,407,newsportal.org,/submit,GET,jwt_token_hash,normal
2025-06-10T15:19:22.550571,192.168.1.217,10.0.0.28,TCP,443,322,api.service.com,/products,GET,encrypted_data_xyz,normal
2025-06-10T15:19:22.561015,192.168.1.29,10.0.0.253,TCP,443,244,socialmedia.net,/search?q=data,GET,session_token_abc email=malformed_email.com ,normal
2025-06-10T15:19:22.571672,192.168.1.7,10.0.0.12,TCP,80,344,example.com,/,GET,jwt_token_hash link=https://legit.org ,normal
2025-06-10T15:19:22.582188,192.168.1.187,10.0.0.9,TCP,80,104,newsportal.org,/login,GET,,normal
2025-06-10T15:19:22.592779,192.168.1.12,10.0.0.12,TCP,443,390,darkmarket.onion,/products,GET,session_token_abc,normal
2025-06-10T15:19:22.603343,192.168.1.80,10.0.0.87,TCP,443,148,socialmedia.net,/dashboard,POST,jwt_token_hash email=malformed_email.com ,normal
2025-06-10T15:19:22.613850,192.168.1.145,10.0.0.3,TCP,80,230,securebank.com,/dashboard,GET,,normal
2025-06-10T15:19:22.624107,192.168.1.5,10.0.0.31,TCP,443,208,newsportal.org,/login,GET,jwt_token_hash,normal
2025-06-10T15:19:22.634758,192.168.1.51,10.0.0.226,TCP,443,310,example.com,/dashboard,GET,session_token_abc,normal
2025-06-10T15:19:22.645327,192.168.1.140,10.0.0.143,TCP,80,198,example.com,/search?q=data,POST,email=user@example.com&pass=secret,normal
2025-06-10T15:19:22.655848,192.168.1.1,10.0.0.52,TCP,443,126,darkmarket.onion,/dashboard,GET,encrypted_data_xyz email=user@valid.com ,normal
2025-06-10T15:19:22.666508,192.168.1.4,10.0.0.147,TCP,80,150,securebank.com,/dashboard,GET, link=htp://badlink.com ,normal
2025-06-10T15:19:22.676858,192.168.1.4,10.0.0.239,TCP,80,173,socialmedia.net,/dashboard,POST,encrypted_data_xyz,normal
2025-06-10T15:19:22.687439,192.168.1.252,10.0.0.38,TCP,80,116,socialmedia.net,/dashboard,GET,,normal
2025-06-10T15:19:22.697969,192.168.1.115,10.0.0.47,TCP,80,163,darkmarket.onion,/search?q=data,POST,session_token_abc,normal
2025-06-10T15:19:22.708509,192.168.1.70,10.0.0.204,TCP,443,409,securebank.com,/dashboard,GET, email=test@domain.org ,normal
2025-06-10T15:19:22.719038,192.168.1.238,10.0.0.31,TCP,80,365,hiddenforum.onion,/products,GET,jwt_token_hash email=user@valid.com  link=https://secure.net ,normal
2025-06-10T15:19:22.729542,192.168.1.159,10.0.0.100,TCP,80,114,api.service.com,/products,POST,username=test&password=password123,normal
2025-06-10T15:19:22.739994,192.168.1.76,10.0.0.124,TCP,443,232,example.com,/search?q=data,GET,encrypted_data_xyz,normal
2025-06-10T15:19:22.750530,192.168.1.6,10.0.0.126,TCP,80,151,example.com,/search?q=data,GET, email=user@valid.com ,normal
2025-06-10T15:19:22.761187,192.168.1.65,10.0.0.229,TCP,443,262,socialmedia.net,/login,POST,session_token_abc,normal
2025-06-10T15:19:22.771724,192.168.1.121,10.0.0.171,TCP,80,130,darkmarket.onion,/submit,GET,jwt_token_hash,normal
