timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T15:22:28.190719,192.168.1.72,10.0.0.18,TCP,80,283,example.com,/submit,GET,,normal
2025-06-10T15:22:28.205497,192.168.1.8,10.0.0.151,TCP,80,334,securebank.com,/dashboard,GET,,normal
2025-06-10T15:22:28.215820,192.168.1.207,10.0.0.53,TCP,443,318,darkmarket.onion,/dashboard,POST,encrypted_data_xyz,normal
2025-06-10T15:22:28.226281,192.168.1.189,10.0.0.15,TCP,80,142,example.com,/login,GET,,normal
2025-06-10T15:22:28.236633,192.168.1.167,10.0.0.112,TCP,443,238,socialmedia.net,/submit,GET,session_token_abc link=https://secure.net ,normal
2025-06-10T15:22:28.247163,192.168.1.36,10.0.0.168,TCP,443,468,api.service.com,/submit,GET,jwt_token_hash,normal
2025-06-10T15:22:28.257461,192.168.1.76,10.0.0.57,TCP,443,148,newsportal.org,/search?q=data,GET,session_token_abc email=malformed_email.com ,normal
2025-06-10T15:22:28.267737,192.168.1.242,10.0.0.27,TCP,443,157,api.service.com,/,GET,encrypted_data_xyz,normal
2025-06-10T15:22:28.278219,192.168.1.178,10.0.0.56,TCP,443,131,api.service.com,/login,GET,encrypted_data_xyz email=user@valid.com ,normal
2025-06-10T15:22:28.288817,192.168.1.166,10.0.0.212,TCP,443,95,darkmarket.onion,/products,GET,session_token_abc,normal
2025-06-10T15:22:28.298960,192.168.1.230,10.0.0.168,TCP,80,420,api.service.com,/search?q=data,GET,,normal
2025-06-10T15:22:28.309313,192.168.1.19,10.0.0.183,TCP,443,245,newsportal.org,/login,POST,encrypted_data_xyz,normal
2025-06-10T15:22:28.320209,192.168.1.183,10.0.0.230,TCP,80,72,api.service.com,/login,GET,,normal
2025-06-10T15:22:28.330545,192.168.1.213,10.0.0.22,TCP,80,241,socialmedia.net,/login,GET,,normal
2025-06-10T15:22:28.340743,192.168.1.128,10.0.0.97,TCP,443,135,socialmedia.net,/submit,POST,encrypted_data_xyz,normal
2025-06-10T15:22:28.350895,192.168.1.36,10.0.0.148,TCP,80,195,securebank.com,/,GET,,normal
2025-06-10T15:22:28.361181,192.168.1.8,10.0.0.242,TCP,443,465,securebank.com,/login,GET,session_token_abc link=https://legit.org ,normal
2025-06-10T15:22:28.371315,192.168.1.178,10.0.0.150,TCP,443,244,socialmedia.net,/products,GET,session_token_abc,normal
2025-06-10T15:22:28.381692,192.168.1.224,10.0.0.82,TCP,443,307,example.com,/search?q=data,GET,session_token_abc email=test@domain.org ,normal
2025-06-10T15:22:28.392058,192.168.1.207,10.0.0.154,TCP,80,455,newsportal.org,/products,POST,email=user@example.com&pass=secret link=https://legit.org ,normal
2025-06-10T15:22:28.402554,192.168.1.73,10.0.0.109,TCP,443,334,hiddenforum.onion,/submit,GET,jwt_token_hash,normal
2025-06-10T15:22:28.412906,192.168.1.240,10.0.0.6,TCP,443,197,securebank.com,/,GET,,normal
2025-06-10T15:22:28.423394,192.168.1.4,10.0.0.187,TCP,443,210,socialmedia.net,/dashboard,POST,session_token_abc,normal
2025-06-10T15:22:28.434075,192.168.1.96,10.0.0.182,TCP,80,129,socialmedia.net,/dashboard,GET,,normal
2025-06-10T15:22:28.444427,192.168.1.125,10.0.0.151,TCP,443,262,securebank.com,/search?q=data,GET,jwt_token_hash,normal
2025-06-10T15:22:28.455054,192.168.1.12,10.0.0.93,TCP,80,256,example.com,/search?q=data,GET,,normal
2025-06-10T15:22:28.465165,192.168.1.111,10.0.0.243,TCP,80,322,newsportal.org,/submit,GET, link=htp://badlink.com ,normal
2025-06-10T15:22:28.475758,192.168.1.217,10.0.0.47,TCP,443,142,api.service.com,/dashboard,GET,encrypted_data_xyz,normal
2025-06-10T15:22:28.485969,192.168.1.2,10.0.0.154,TCP,80,415,newsportal.org,/dashboard,GET,session_token_abc,normal
2025-06-10T15:22:28.496151,192.168.1.104,10.0.0.177,TCP,443,310,hiddenforum.onion,/,POST,encrypted_data_xyz,normal
2025-06-10T15:22:28.506412,192.168.1.230,10.0.0.12,TCP,443,338,securebank.com,/submit,POST,session_token_abc link=https://secure.net ,normal
2025-06-10T15:22:28.517032,192.168.1.20,10.0.0.3,TCP,80,108,newsportal.org,/search?q=data,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T15:22:28.527450,192.168.1.71,10.0.0.112,TCP,80,361,newsportal.org,/login,GET,encrypted_data_xyz link=https://legit.org ,normal
2025-06-10T15:22:28.537851,192.168.1.51,10.0.0.164,TCP,80,294,example.com,/submit,GET, link=https://legit.org ,normal
2025-06-10T15:22:28.548142,192.168.1.193,10.0.0.41,TCP,80,258,newsportal.org,/search?q=data,GET,session_token_abc email=test@domain.org ,normal
2025-06-10T15:22:28.558821,192.168.1.212,10.0.0.96,TCP,443,440,api.service.com,/products,GET,encrypted_data_xyz,normal
2025-06-10T15:22:28.569055,192.168.1.138,10.0.0.160,TCP,443,417,securebank.com,/,GET,jwt_token_hash,normal
2025-06-10T15:22:28.579484,192.168.1.112,10.0.0.169,TCP,443,326,api.service.com,/login,GET,jwt_token_hash,normal
2025-06-10T15:22:28.590006,192.168.1.201,10.0.0.159,TCP,80,443,newsportal.org,/login,GET,encrypted_data_xyz,normal
2025-06-10T15:22:28.600287,192.168.1.70,10.0.0.24,TCP,443,177,socialmedia.net,/,GET,jwt_token_hash,normal
2025-06-10T15:22:28.610443,192.168.1.32,10.0.0.167,TCP,443,175,api.service.com,/submit,GET,encrypted_data_xyz email=malformed_email.com  link=https://legit.org ,normal
2025-06-10T15:22:28.620848,192.168.1.133,10.0.0.75,TCP,443,138,example.com,/submit,GET,session_token_abc,normal
2025-06-10T15:22:28.631512,192.168.1.135,10.0.0.217,TCP,443,335,api.service.com,/,POST,session_token_abc,normal
2025-06-10T15:22:28.641813,192.168.1.46,10.0.0.63,TCP,443,168,example.com,/,GET,encrypted_data_xyz,normal
2025-06-10T15:22:28.652351,192.168.1.157,10.0.0.6,TCP,80,177,securebank.com,/,POST,encrypted_data_xyz,normal
2025-06-10T15:22:28.662724,192.168.1.200,10.0.0.134,TCP,443,132,api.service.com,/search?q=data,GET,session_token_abc,normal
2025-06-10T15:22:28.673011,192.168.1.129,10.0.0.169,TCP,80,78,example.com,/search?q=data,GET, email=malformed_email.com ,normal
2025-06-10T15:22:28.683326,192.168.1.4,10.0.0.33,TCP,80,212,newsportal.org,/,POST,session_token_abc,normal
2025-06-10T15:22:28.693647,192.168.1.4,10.0.0.30,TCP,443,133,socialmedia.net,/dashboard,GET,,normal
