timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T15:03:40.287732,192.168.1.76,10.0.0.124,TCP,80,166,,,, email=bademail.com ,normal
2025-06-10T15:03:40.301328,192.168.1.202,10.0.0.179,TCP,80,111,newsportal.org,/,GET,session_token_abc,normal
2025-06-10T15:03:40.311831,192.168.1.96,10.0.0.139,UDP,53,272,,,,,normal
2025-06-10T15:03:40.322090,192.168.1.197,10.0.0.27,TCP,443,89,,,, email=test@domain.org ,normal
2025-06-10T15:03:40.332225,192.168.1.184,10.0.0.134,UDP,53,381,,,,,normal
2025-06-10T15:03:40.342816,192.168.1.208,10.0.0.153,UDP,53,495,,,, email=bademail.com  link=htp://badlink ,normal
2025-06-10T15:03:40.353105,192.168.1.230,10.0.0.13,TCP,80,456,,,, link=htp://badlink ,normal
2025-06-10T15:03:40.363723,192.168.1.136,10.0.0.11,TCP,80,181,example.onion,/products,GET,encrypted_data_xyz email=user@valid.com ,normal
2025-06-10T15:03:40.374374,192.168.1.149,10.0.0.111,TCP,443,475,,,, link=htp://badlink ,normal
2025-06-10T15:03:40.384940,192.168.1.4,10.0.0.47,TCP,80,459,newsportal.org,/search?q=data,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T15:03:40.395313,192.168.1.11,10.0.0.164,TCP,443,233,,,,,normal
2025-06-10T15:03:40.405535,192.168.1.98,10.0.0.241,TCP,80,423,newsportal.org,/,POST,email=user@example.com&pass=secret,normal
2025-06-10T15:03:40.416217,192.168.1.191,10.0.0.105,TCP,443,424,,,,,normal
2025-06-10T15:03:40.426762,192.168.1.144,10.0.0.155,TCP,80,206,example.com,/products,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T15:03:40.437190,192.168.1.119,10.0.0.59,TCP,80,182,example.com,/search?q=data,POST,username=test&password=password123 link=https://google.com ,normal
2025-06-10T15:03:40.447651,192.168.1.37,10.0.0.160,TCP,80,391,securebank.com,/login,POST,username=test&password=password123,normal
2025-06-10T15:03:40.458309,192.168.1.45,10.0.0.247,TCP,80,299,,,,,normal
2025-06-10T15:03:40.468960,192.168.1.76,10.0.0.139,UDP,53,73,,,,,normal
2025-06-10T15:03:40.479604,192.168.1.199,10.0.0.5,TCP,80,184,,,, link=htp://badlink ,normal
2025-06-10T15:03:40.489802,192.168.1.251,10.0.0.236,TCP,80,412,,,,,normal
2025-06-10T15:03:40.500371,192.168.1.227,10.0.0.250,UDP,53,223,,,, email=bademail.com ,normal
