timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T16:10:35.116166,192.168.1.158,10.0.0.219,TCP,443,390,api.service.com,/login,GET,session_token_abc link=https://secure.net ,normal
2025-06-10T16:10:35.126719,192.168.1.192,10.0.0.159,TCP,80,89,newsportal.org,/login,GET, link=htp://badlink.com ,normal
2025-06-10T16:10:35.136931,192.168.1.167,10.0.0.93,TCP,80,452,socialmedia.net,/,GET, link=htp://badlink.com ,normal
2025-06-10T16:10:35.147072,192.168.1.4,10.0.0.183,TCP,443,249,socialmedia.net,/,GET,encrypted_data_xyz,normal
2025-06-10T16:10:35.157572,192.168.1.118,10.0.0.180,TCP,80,178,api.service.com,/products,GET,,normal
2025-06-10T16:10:35.167754,192.168.1.234,10.0.0.105,TCP,80,149,example.com,/,GET,,normal
2025-06-10T16:10:35.178061,192.168.1.253,10.0.0.144,TCP,80,321,api.service.com,/products,GET,session_token_abc,normal
2025-06-10T16:10:35.188675,192.168.1.116,10.0.0.33,TCP,443,353,api.service.com,/products,GET,encrypted_data_xyz,normal
2025-06-10T16:10:35.198962,192.168.1.12,10.0.0.29,TCP,443,357,newsportal.org,/login,POST,encrypted_data_xyz link=https://secure.net ,normal
2025-06-10T16:10:35.209353,192.168.1.143,10.0.0.145,TCP,80,167,newsportal.org,/login,GET,,normal
2025-06-10T16:10:35.219812,192.168.1.70,10.0.0.93,TCP,443,269,securebank.com,/,GET,session_token_abc,normal
2025-06-10T16:10:35.230472,192.168.1.114,10.0.0.146,TCP,80,339,api.service.com,/,GET,,normal
2025-06-10T16:10:35.240944,192.168.1.70,10.0.0.131,TCP,80,86,securebank.com,/login,GET,,normal
2025-06-10T16:10:35.251408,192.168.1.45,10.0.0.53,TCP,80,211,api.service.com,/search?q=data,POST,auth_token=supersecret,normal
2025-06-10T16:10:35.261825,192.168.1.111,10.0.0.188,TCP,80,97,socialmedia.net,/dashboard,GET,,normal
2025-06-10T16:10:35.272335,192.168.1.149,10.0.0.56,TCP,80,322,api.service.com,/search?q=data,GET,,normal
2025-06-10T16:10:35.282669,192.168.1.139,10.0.0.43,TCP,80,465,securebank.com,/search?q=data,POST,email=user@example.com&pass=secret,normal
2025-06-10T16:10:35.292931,192.168.1.99,10.0.0.216,TCP,443,461,example.com,/,GET,session_token_abc,normal
2025-06-10T16:10:35.303698,192.168.1.214,10.0.0.110,TCP,443,268,securebank.com,/submit,GET,,normal
2025-06-10T16:10:35.313900,192.168.1.166,10.0.0.10,TCP,443,175,newsportal.org,/products,GET,encrypted_data_xyz,normal
2025-06-10T16:10:35.324270,192.168.1.204,10.0.0.136,TCP,443,437,newsportal.org,/search?q=data,GET,,normal
2025-06-10T16:10:35.334697,192.168.1.167,10.0.0.238,TCP,80,494,example.onion,/login,GET,,normal
2025-06-10T16:10:35.345189,192.168.1.60,10.0.0.199,TCP,443,128,securebank.com,/login,GET, email=user@valid.com ,normal
2025-06-10T16:10:35.355682,192.168.1.129,10.0.0.220,TCP,443,186,socialmedia.net,/dashboard,GET,jwt_token_hash,normal
2025-06-10T16:10:35.366028,192.168.1.73,10.0.0.176,TCP,80,319,socialmedia.net,/products,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T16:10:35.376432,192.168.1.203,10.0.0.209,TCP,443,443,socialmedia.net,/products,GET,session_token_abc,normal
2025-06-10T16:10:35.387133,192.168.1.169,10.0.0.122,TCP,80,297,securebank.com,/products,GET,,normal
2025-06-10T16:10:35.397755,192.168.1.84,10.0.0.77,TCP,80,489,example.com,/products,GET,,normal
2025-06-10T16:10:35.408525,192.168.1.246,10.0.0.222,TCP,443,237,example.com,/login,GET,jwt_token_hash,normal
2025-06-10T16:10:35.419384,192.168.1.12,10.0.0.52,TCP,80,344,socialmedia.net,/,GET, link=https://legit.org ,normal
2025-06-10T16:10:35.429871,192.168.1.3,10.0.0.27,TCP,443,410,socialmedia.net,/login,POST,jwt_token_hash,normal
2025-06-10T16:10:35.440156,192.168.1.100,10.0.0.243,TCP,443,458,example.com,/products,GET,encrypted_data_xyz,normal
2025-06-10T16:10:35.450530,192.168.1.229,10.0.0.150,TCP,80,122,securebank.com,/search?q=data,GET,jwt_token_hash,normal
2025-06-10T16:10:35.460846,192.168.1.155,10.0.0.52,TCP,80,482,securebank.com,/login,GET, link=htp://badlink.com ,normal
2025-06-10T16:10:35.471491,192.168.1.63,10.0.0.55,TCP,80,91,example.com,/products,GET,session_token_abc,normal
2025-06-10T16:10:35.482179,192.168.1.111,10.0.0.67,TCP,80,135,securebank.com,/submit,GET, email=test@domain.org ,normal
2025-06-10T16:10:35.492793,192.168.1.10,10.0.0.177,TCP,443,383,example.com,/login,GET,encrypted_data_xyz email=malformed_email.com ,normal
2025-06-10T16:10:35.503504,192.168.1.29,10.0.0.57,TCP,443,261,api.service.com,/dashboard,POST,encrypted_data_xyz,normal
2025-06-10T16:10:35.513850,192.168.1.249,10.0.0.203,TCP,80,332,securebank.com,/submit,GET, email=user@valid.com ,normal
2025-06-10T16:10:35.524104,192.168.1.119,10.0.0.130,TCP,80,435,socialmedia.net,/submit,GET,,normal
2025-06-10T16:10:35.534857,192.168.1.121,10.0.0.228,TCP,443,258,securebank.com,/login,GET,jwt_token_hash,normal
2025-06-10T16:10:35.545278,192.168.1.104,10.0.0.247,TCP,80,262,securebank.com,/login,GET,,normal
2025-06-10T16:10:35.556071,192.168.1.158,10.0.0.224,TCP,80,495,api.service.com,/search?q=data,GET,jwt_token_hash email=malformed_email.com ,normal
2025-06-10T16:10:35.566696,192.168.1.197,10.0.0.67,TCP,80,407,securebank.com,/login,GET,,normal
2025-06-10T16:10:35.577040,192.168.1.143,10.0.0.104,TCP,80,205,socialmedia.net,/products,GET,,normal
