timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T15:02:35.628353,192.168.1.59,10.0.0.213,TCP,80,474,,,,,normal
2025-06-10T15:02:35.642176,192.168.1.98,10.0.0.113,TCP,443,204,,,, email=bademail.com ,normal
2025-06-10T15:02:35.652817,192.168.1.251,10.0.0.193,TCP,443,355,,,, link=https://google.com ,normal
2025-06-10T15:02:35.662940,192.168.1.45,10.0.0.170,UDP,53,323,,,,,normal
2025-06-10T15:02:35.673278,192.168.1.210,10.0.0.131,TCP,80,230,example.com,/products,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T15:02:35.684051,192.168.1.228,10.0.0.209,TCP,80,344,newsportal.org,/,GET,session_token_abc link=htp://badlink ,normal
2025-06-10T15:02:35.694359,192.168.1.89,10.0.0.24,TCP,80,382,,,,,normal
2025-06-10T15:02:35.704834,192.168.1.177,10.0.0.227,UDP,53,328,,,, email=test@domain.org ,normal
2025-06-10T15:02:35.715341,192.168.1.217,10.0.0.47,TCP,80,381,socialmedia.net,/products,POST,encrypted_data_xyz email=bademail.com ,normal
2025-06-10T15:02:35.725683,192.168.1.47,10.0.0.159,TCP,80,282,example.onion,/products,GET,encrypted_data_xyz,normal
2025-06-10T15:02:35.736210,192.168.1.88,10.0.0.37,TCP,80,448,hiddenforum.onion,/products,POST,username=test&password=password123,normal
2025-06-10T15:02:35.746850,192.168.1.248,10.0.0.178,UDP,53,331,,,, link=htp://badlink ,normal
2025-06-10T15:02:35.757221,192.168.1.155,10.0.0.253,TCP,80,64,,,,,normal
2025-06-10T15:02:35.767670,192.168.1.151,10.0.0.37,UDP,53,273,,,,,normal
2025-06-10T15:02:35.778154,192.168.1.143,10.0.0.171,UDP,53,198,,,, email=user@valid.com ,normal
2025-06-10T15:02:35.788716,192.168.1.53,10.0.0.190,TCP,443,278,,,, email=bademail.com ,normal
2025-06-10T15:02:35.799358,192.168.1.188,10.0.0.98,TCP,80,206,,,,,normal
2025-06-10T15:02:35.810042,192.168.1.196,10.0.0.1,UDP,53,156,,,,,normal
2025-06-10T15:02:35.820381,192.168.1.203,10.0.0.126,TCP,443,373,,,,,normal
2025-06-10T15:02:35.830967,192.168.1.199,10.0.0.53,UDP,53,257,,,,,normal
2025-06-10T15:02:35.841400,192.168.1.108,10.0.0.243,TCP,443,309,,,,,normal
2025-06-10T15:02:35.852010,192.168.1.144,10.0.0.90,TCP,80,478,socialmedia.net,/login,POST,login_id=admin&pass_key=qwerty,normal
2025-06-10T15:02:35.862225,192.168.1.49,10.0.0.248,UDP,53,173,,,,,normal
2025-06-10T15:02:35.872541,192.168.1.240,10.0.0.226,TCP,80,410,example.com,/,POST,username=test&password=password123,normal
2025-06-10T15:02:35.882640,192.168.1.221,10.0.0.130,TCP,80,296,example.com,/search?q=data,GET,session_token_abc,normal
2025-06-10T15:02:35.892907,192.168.1.143,10.0.0.173,UDP,53,201,,,,,normal
2025-06-10T15:02:35.903160,192.168.1.25,10.0.0.232,UDP,53,190,,,,,normal
