timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload,status
2025-06-10T15:21:18.237620,192.168.1.102,10.0.0.228,TCP,443,333,securebank.com,/dashboard,GET,session_token_abc,normal
2025-06-10T15:21:18.252292,192.168.1.41,10.0.0.163,TCP,443,133,socialmedia.net,/search?q=data,POST,encrypted_data_xyz,normal
2025-06-10T15:21:18.262912,192.168.1.11,10.0.0.32,TCP,80,118,api.service.com,/search?q=data,POST,jwt_token_hash,normal
2025-06-10T15:21:18.273089,192.168.1.2,10.0.0.17,TCP,80,389,example.com,/submit,GET, email=test@domain.org ,normal
2025-06-10T15:21:18.283592,192.168.1.116,10.0.0.136,TCP,80,443,newsportal.org,/search?q=data,GET,,normal
2025-06-10T15:21:18.293818,192.168.1.87,10.0.0.174,TCP,80,445,example.com,/login,POST,jwt_token_hash link=https://legit.org ,normal
2025-06-10T15:21:18.304253,192.168.1.31,10.0.0.176,TCP,443,398,socialmedia.net,/search?q=data,POST,jwt_token_hash link=https://legit.org ,normal
2025-06-10T15:21:18.314734,192.168.1.109,10.0.0.101,TCP,443,383,newsportal.org,/,GET,,normal
2025-06-10T15:21:18.325364,192.168.1.12,10.0.0.175,TCP,80,234,newsportal.org,/login,POST,auth_token=supersecret link=https://secure.net ,normal
2025-06-10T15:21:18.335621,192.168.1.138,10.0.0.5,TCP,443,497,securebank.com,/search?q=data,GET,encrypted_data_xyz,normal
2025-06-10T15:21:18.345948,192.168.1.178,10.0.0.239,TCP,443,368,socialmedia.net,/login,GET,jwt_token_hash,normal
2025-06-10T15:21:18.356291,192.168.1.198,10.0.0.163,TCP,443,279,socialmedia.net,/search?q=data,POST,session_token_abc link=htp://badlink.com ,normal
2025-06-10T15:21:18.366860,192.168.1.240,10.0.0.63,TCP,443,302,securebank.com,/login,GET,jwt_token_hash,normal
2025-06-10T15:21:18.377009,192.168.1.92,10.0.0.57,TCP,443,86,securebank.com,/login,GET,,normal
2025-06-10T15:21:18.387542,192.168.1.78,10.0.0.90,TCP,80,424,example.com,/submit,GET,,normal
2025-06-10T15:21:18.397863,192.168.1.125,10.0.0.80,TCP,80,393,socialmedia.net,/products,GET,,normal
2025-06-10T15:21:18.408482,192.168.1.187,10.0.0.233,TCP,443,445,api.service.com,/dashboard,POST,encrypted_data_xyz,normal
2025-06-10T15:21:18.418679,192.168.1.121,10.0.0.18,TCP,443,374,api.service.com,/login,GET,jwt_token_hash,normal
2025-06-10T15:21:18.429212,192.168.1.205,10.0.0.108,TCP,80,264,socialmedia.net,/products,GET,,normal
2025-06-10T15:21:18.439617,192.168.1.97,10.0.0.24,TCP,443,457,socialmedia.net,/products,GET,,normal
2025-06-10T15:21:18.450182,192.168.1.77,10.0.0.134,TCP,443,200,newsportal.org,/submit,GET,session_token_abc,normal
2025-06-10T15:21:18.460601,192.168.1.36,10.0.0.69,TCP,443,241,newsportal.org,/products,GET,encrypted_data_xyz,normal
2025-06-10T15:21:18.471001,192.168.1.182,10.0.0.180,TCP,80,400,api.service.com,/products,GET, email=user@valid.com ,normal
2025-06-10T15:21:18.481696,192.168.1.78,10.0.0.253,TCP,443,460,newsportal.org,/search?q=data,GET,jwt_token_hash,normal
2025-06-10T15:21:18.491938,192.168.1.124,10.0.0.227,TCP,80,82,example.com,/products,GET, link=htp://badlink.com ,normal
2025-06-10T15:21:18.502137,192.168.1.1,10.0.0.105,TCP,80,319,example.onion,/submit,GET, link=https://secure.net ,normal
2025-06-10T15:21:18.512382,192.168.1.217,10.0.0.55,TCP,443,120,socialmedia.net,/,GET,encrypted_data_xyz link=htp://badlink.com ,normal
2025-06-10T15:21:18.523053,192.168.1.236,10.0.0.226,TCP,80,221,example.com,/login,GET,,normal
2025-06-10T15:21:18.533577,192.168.1.208,10.0.0.233,TCP,80,126,socialmedia.net,/login,GET,session_token_abc link=htp://badlink.com ,normal
2025-06-10T15:21:18.544201,192.168.1.74,10.0.0.136,TCP,443,87,socialmedia.net,/products,GET,jwt_token_hash link=https://legit.org ,normal
2025-06-10T15:21:18.554407,192.168.1.135,10.0.0.215,TCP,80,410,securebank.com,/,GET, link=https://secure.net ,normal
2025-06-10T15:21:18.564981,192.168.1.92,10.0.0.103,TCP,80,234,newsportal.org,/,GET,,normal
2025-06-10T15:21:18.575170,192.168.1.121,10.0.0.87,TCP,80,117,api.service.com,/dashboard,GET,,normal
2025-06-10T15:21:18.585581,192.168.1.169,10.0.0.138,TCP,80,441,example.com,/products,GET,,normal
2025-06-10T15:21:18.595813,192.168.1.105,10.0.0.231,TCP,443,388,newsportal.org,/submit,POST,jwt_token_hash,normal
2025-06-10T15:21:18.606162,192.168.1.108,10.0.0.184,TCP,443,290,socialmedia.net,/submit,GET,jwt_token_hash,normal
2025-06-10T15:21:18.616444,192.168.1.131,10.0.0.110,TCP,80,127,socialmedia.net,/login,POST,username=test&password=password123,normal
2025-06-10T15:21:18.626833,192.168.1.91,10.0.0.139,TCP,443,114,socialmedia.net,/submit,GET,jwt_token_hash link=htp://badlink.com ,normal
2025-06-10T15:21:18.637404,192.168.1.197,10.0.0.221,TCP,80,352,securebank.com,/products,GET,,normal
